text,text_length,x,y
What's the weather going to be like here in one minute?,55,7.5503955,-2.9775572
What's the weather forecast for Delaware right now,50,8.122844,-4.6666017
Weather for Beauregard IL,25,7.290538,-3.4960814
Is snowfall forecast in PA?,27,8.202558,-4.7649417
Is it forecast to be warm in Doi Inthanon National Park?,56,7.4747314,-3.9144697
What's the forecast for the weather at eight am in Oxford?,58,8.017363,-4.730951
"How is the weather in Getzville, Minnesota?",43,7.6745996,-3.236871
Will it be hotter in Pecan Grove,32,7.627439,-1.9295653
What will the weather be in Virginia?,37,7.911857,-3.7445366
what is the forecast for the distant future in Sugar Bush,57,7.9423947,-4.7408433
Will it storm in Charles Pinckney National Historic Site,56,7.020769,-3.193145
What is the weather for my current place,40,7.7128,-2.9444444
Weather next year in Canada,27,7.610477,-3.3030307
what is the forecast for temperate weather in Bellechester,58,8.110351,-4.5505977
show weather forecast for Lewis Center,38,8.285642,-4.7565556
"Will it snow on Apr. eighteenth, 2029 in Myanmar?",49,7.010023,-3.0493526
"What will the weather be at my current location on december the 2nd, 2029",73,7.2700605,-3.1141424
Will it get chillier in 12 years  in Greenland?,47,7.4169784,-2.3699033
what's the weather going tbe twenty three minutes from now in Federico Albert National Reserve,94,7.394998,-2.8412437
What's the weather at eleven PM in Craig Mountain Wildlife Management Area,74,7.020225,-3.5128162
What's the weather forecast for Lenexa United Kingdom at 02:31,62,7.838675,-4.4017606
What was the weather last February in William A. Switzer Provincial Park?,73,7.2090116,-3.4502046
"Tell me the weather forecast for Alexander, SD",46,8.3238,-4.7287517
Will it be cold in Chatmoss Albania 8 years and a half from now,63,7.918492,-2.5409863
"Is it chilly in Charenton, NY?",30,7.891651,-2.1771288
What kind of weather is forecast around seven pm here?,54,8.168093,-4.674299
Tell me if it'll be colder in Steptoe Battlefield State Park in one minute,74,7.6131926,-2.9266071
What is the weather like at Basaseachic Falls National Park,59,7.3716054,-3.3055894
She me the forecast for Clayton Lake State Park on Oct. 17th,60,7.475627,-4.285863
What's the weather forecast for Niue at two am?,47,8.116699,-4.6132727
what is the weather of Ludowici at 4 am,39,7.646436,-3.4083896
Will it be cloudy in Tatamy?,28,8.224558,-2.882378
Show me the forecast for Anatone Louisiana on November 7th,58,7.967341,-4.261075
forecast for Antelope Island and other spots within the same area,65,7.312345,-4.336902
I need to know the weather seven weeks from now in Morgan-Monroe State Forest,77,7.593598,-2.9421868
Tell me if there will be a depression today in Kiribati,55,6.1893177,-2.6233954
Tell me the weather forecast thirteen seconds from now in Ukraine,65,8.062958,-4.3147306
Show weather forecast nearby Elk City State Park,48,7.3996415,-4.1487384
What is the forecast for West Virginia will it be snowy,55,8.154266,-4.2224264
Check the weather forecast for the current position.,52,8.014079,-4.6556897
what is the nearby forecast for here at 15:26:11,48,7.9541903,-4.9237046
what will the weather be like in Brownfield,43,7.8408375,-3.4298255
Weather for Marshall,20,7.7907557,-3.0156648
Is it freezing in Kelso,23,8.493088,-1.8333071
how much rain are we getting in current position,48,7.707455,-2.9049711
will there be a cloud next year in Kewanee,42,6.749123,-2.899603
In Morgan Mill will it be sunny,31,6.9755163,-2.704037
What will be the wind speed at the current place?,49,6.869444,-2.8517098
Will it snow in Granbury?,25,6.402326,-3.4121447
Is it warm in Vietnam,21,7.807923,-2.3203895
what is the forecast for 9 seconds from now close by here,57,7.9029646,-4.4367237
"What is the weather forecast in Ulen on mar. 2nd, 2035",54,7.8932233,-4.342879
Is it overcast in Brazil in within walking distance,51,7.09916,-3.0160666
What will the the weather be like close to Bailey's Crossroads at 05:00:34 am?,78,7.5299253,-3.0801582
What's the snowfall at noon in IN,33,6.679398,-3.4098222
is there going to be snowfall in Alton,38,6.38922,-3.4962413
what is the weather forecast for Cuba at eleven am,50,8.091046,-4.240583
Check the forecast for Natchaug State Forest,44,7.607051,-4.405258
What will the eather be here next year,38,4.9441586,1.7908009
"What is the weather forecast for July 20, 2020 in Dachigam-Nationalpark",71,7.61656,-4.107945
Will it be colder here one minute from now,42,8.027333,-2.4249752
What does it feel like in Connecticut,37,6.651984,-2.3683856
what is the six o'clock forecast for West Selmont  in Montserrat,64,7.65288,-4.3522367
What's the weather forecast for Seychelles?,43,8.357876,-4.4021387
Will it be getting colder in Sahuarita?,39,8.063328,-2.3833117
Weather for my current location tomorrow,40,7.808989,-2.9611378
at 0 AM what will the weather be here,37,7.789208,-3.4164534
Will it be freezing in seven minutes in Nora Fiji?,50,8.475412,-1.8338435
Will the sky be overcast around jan. 28 in OK?,46,6.999713,-3.0369453
what is the Oct. 10 forecast for Cuyabeno Wildlife Reserve,58,7.1755037,-4.1955457
Can you give me weather details for my current spot,51,7.763016,-3.2893121
What will the weather be like at 3 AM in Trinidad and Tobago,60,7.8165073,-3.38584
Weather for Park Narodowy Kushiro-shitsugen,43,7.348378,-3.8762
"give me the weather forecast for Lower Lake on sep. 21, 2038",60,7.5861363,-4.418311
Will it storm in North Sioux City AL,36,6.949348,-3.4321537
Is it chilly in Pixley,22,7.975382,-2.466515
"Is there a blizzard in Tennessee Colony, KS",43,-9.095198,5.536348
Is it going to rain in Tonopah?,31,7.0021305,-3.3731496
Will it be sunny in Occoquan Bay National Wildlife Refuge by tea time?,70,6.814362,-3.9285176
is the weather freezing in AK,29,8.302945,-2.134827
Weather for four weeks from now in Oregon,41,7.944366,-2.855823
what will the weather be like in Nickelsville,45,7.4797254,-3.0749838
this month will the sun be scorching in LA,42,7.5554395,-2.8089316
How is the weather going to be in Gambia in a week and a half?,62,8.109622,-3.1542788
what is the Orlovista forecast for midday within walking distance,65,7.73514,-4.1433845
what is the forecast for Wren for freezing weather,50,8.262528,-4.502661
What is the weather in Kernersville Greece?,43,7.8251,-3.084665
Will it be colder in Oswego 16 weeks from now ?,47,8.021498,-2.4527476
What will the weather be like this Week close-by Saudi Arabia,61,7.9253526,-3.1394248
Will it be windy at Medicine Rocks State Park on May 24,55,7.108706,-3.0209827
Tell me the weather forecast for WY,35,8.307599,-4.71541
Will it be stormy not far from ID on 10/2/2021,46,7.0643415,-3.5435991
What is the forecast in Lono,28,8.012951,-4.9835324
What's the weather forecast for Togo on April the 24th?,55,8.132396,-4.381245
What's the weather forecast for Arizona City?,45,8.187333,-4.8610864
"Tell me if it'll be freezing in 5 years  in Rockholds, Norfolk Island",69,8.4399605,-1.8825532
what will the weather be in Double Oak at 12 am,47,7.6730986,-3.2304513
How chilly will it be at 09:32:06 am in Moncove Lake State Park?,64,7.3269086,-2.7662823
What will the weather be like in Samoa at 6 pm,46,7.9878864,-3.6400957
Weather for Douthat State Park on Mar. 10,41,7.2563844,-3.6118526
"Will it be hotter in Conception Junction, Moldova?",50,7.636565,-2.1439526
In UT at 7 pm will it be snowy,30,6.3668895,-3.4745889
"What will the weather be in Berville AK on Feb. 6, 2017?",56,7.507571,-3.2674904
Will it be overcast at 18 o'clock in ID,39,7.0682592,-2.8040707
Will there be a depression here on october 26,45,6.1897354,-2.6163635
Is it going to be sunny at five pm in Chatyrkul Wildlife Refuge,63,6.8478355,-3.937322
"What's the forecast for Spenard, GU?",36,7.732601,-4.5430455
Is there fog in Refugio,23,8.52479,-3.3734636
What is the weather here at 7 am?,33,7.9426694,-3.2158167
is Maalaea has chillier weather,31,7.9981704,-3.094026
Will it be warmer in CT,23,7.698574,-2.0546257
Will it be nice here and in the same area,41,6.818552,-2.065039
"What will the weather be like at eight PM in Bon Air, Uruguay",61,7.7142444,-3.403877
is it going to be cold in Readstown at 4 AM,43,8.003593,-2.3522272
What is the foggy forecast for nov. 15 in France in Brookland Terrace,69,8.103878,-3.8434112
What's the weather looking like in Macy?,40,7.8108044,-3.0994215
Is there forecast to be snow in GU this summer?,47,8.267183,-4.6052995
What is forecast in Keyes Summit in New Mexico at 3 pm,54,7.914556,-4.7659035
"Will there be a lot of cloud activity next summer in Nellieburg, Arkansas",73,7.1675215,-3.0254288
Tell me the weather forecast in Greensburg,42,8.399555,-4.7507625
"Will it get rainy like last March in Hagerman, Saint Vincent and the Grenadines?",80,6.9842653,-3.464026
will it get warmer in Centenary around the Evening?,51,7.6867137,-2.415152
"Will it be warm next winter in Smolan, Burkina",46,7.9618473,-2.5605726
Will there be fog in my current position,40,8.482824,-3.3480382
What's the forecast for IL around tea time? ,44,7.9425316,-4.8547993
what is the forecast for around Putnam Lake,43,7.4354777,-4.339982
will it be hotter Netherlands Antilles Flats on april the 27th,62,7.637218,-2.2043753
Will the weather in Falcon Heights call for rain?,49,7.493819,-3.3099747
what will the weather be for Hooksett,37,7.584714,-3.158591
what is the forecast for here fir storm conditions next week,60,8.10372,-4.656218
Will it get hotter in the city of Ashford?,42,7.6046414,-1.951252
What is the weather forecast in Delaware,40,8.246445,-4.6610823
Is it chillier in Mint Hill FM,30,7.2209888,-1.947653
whats the forecast for Greece,29,8.257151,-4.4557357
Is it cold in PW?,17,7.851533,-2.2773461
"What's the forecast for Francisco, Netherlands Antilles around eleven pm?",73,7.7046223,-4.4756985
What is the weather at the current position,43,7.8831663,-2.8920562
What is going on with the weather far from my current location,62,7.6861773,-2.7870185
What's the weather supposed to be like in Elmer City,52,7.8141127,-3.1478703
what is the Tal Chhapar Sanctuary forecast for cold weather,59,7.302771,-4.1613784
Will it be hot on orthodox good friday in Michigan and close-by,63,7.337508,-2.3625295
Is it cold in North Carolina,28,7.980395,-2.6561725
What is the weather forecast in 2 seconds for South Carolina,60,7.9305515,-4.1383567
what will the weather be like in fourteen hours in Eastville,60,7.6461067,-3.1558666
What is the current temperature here,36,7.9536996,-2.7226088
Is it going to be hot in Karthaus at 7 AM?,42,7.47363,-1.9845153
"What is the weather forecast for three in Whitewood, Rhode Island",65,7.948014,-4.3236675
What is the cloud coverage in my current place,46,6.8349767,-2.836661
What is the weather forecast for Siler City Russia,50,8.223442,-4.2705865
Is it going to be warm here for brunch,38,7.7580256,-2.2707028
"Will it get colder in Camp San Saba, Latvia in one minute and eight seconds ",76,7.8078322,-2.6501133
What will the humidity be like on june eighteenth in my current location,72,6.9790893,-2.338426
Will it rain in Paisley,23,7.1183724,-3.4157598
Will it feel nice here or within the same area,46,6.8399653,-2.1404924
What's the weather forecast for my current spot?,48,7.894038,-4.421307
Tell me if snow is in the forecast for Teterville,49,6.629428,-3.7097933
"What will the weather be like on feb. sixth, 2024 at Blanco State Park",70,7.425408,-3.362094
Tell me if it will it be windy in Grizzled Squirrel Wildlife Sanctuary,70,6.8395567,-3.9282517
What will the weather be like in India at 02:55:25 AM,53,7.819823,-3.2596476
"Is it cold in Breckenridge, Colorado?",37,7.9468217,-2.4401371
What will the weather be in Corcovado National Park on december the fifth?,74,7.4069567,-3.2119765
Is it warm in Botna,19,7.755178,-2.3036065
"What is the weather forecast for june the third in Rileyville, CO",65,8.087251,-4.5714064
"What's the temperature today in Griffin, NE?",44,7.796741,-2.6392825
what is the forecast for Swain,30,8.06445,-5.005487
What is the weather forecast in Spaulding Morocco,49,8.172896,-4.527597
"Will it be freezing in Poland on July 5, 2032",45,8.476563,-1.8438728
Give me the weather forecast for Zambia,39,8.263,-4.82342
what will the weather be in Norway at sunset,44,8.0266485,-3.403846
Will it snow in AMy,19,6.3166957,-3.5073047
Is it going to get any hotter in Kerrick?,41,7.635521,-1.8798916
is AZ has chilly weather,24,7.9590597,-2.7848966
"Will the weather be stormy on january the 15th, 2026 in the Federated States Of Micronesia",90,7.2882786,-3.1487176
What's the weather in Andorra,29,7.577351,-3.0585525
will it be colder in AZ than TX today,37,8.028586,-2.4836905
what is the Baotianman National Nature Reserve forecast,55,7.6116285,-4.436522
what is the weather forecast for Ridge Farm New York,52,8.236819,-4.655824
When will it be hot in Millvale,31,7.3194976,-2.1357973
What is the forecast in Wild River State Park,45,7.1859813,-4.128169
Will it get overcast in La Dolores?,35,6.8670855,-3.0054998
"Is there a freezing forecast for Minto, Nicaragua?",50,8.192305,-4.405569
Will it be freezing in New Preston Venezuela?,45,8.444836,-1.8670452
Show me a forecast for Malaysia,31,7.944884,-4.9544053
What's the weather on Bird Island Burkina at shavuot,52,8.154326,-3.3580847
What is temperature in Benin now,32,7.845191,-2.466526
I need a forecast for Zachary,29,8.012412,-4.928833
How will the weather be at 8 am in CT?,38,7.661587,-3.1900134
Will it be windy at 7 AM in Dong Phou Vieng National Protected Area,67,7.133878,-2.9547997
Will it be colder 1 minute from now in Jersey,45,7.993471,-2.5308192
"Will it snow in MT on june 13, 2038?",36,6.4317102,-3.4646468
"What's the weather forecast ten years from now in Mount Victory, Macao?",71,7.8156047,-4.200868
"Tell me the weather forecast for Huxley, MS",43,8.2666025,-4.7142186
Is it sunny in Qatar?,21,7.2654023,-2.5946267
Forecast for 02:22 pm Maldives,30,8.09952,-4.3688936
Tell me the forecast for Sweden,31,8.368534,-4.6167474
What's the weather on Groundhog Day in Slovenia,47,7.429456,-3.4555178
What will the weather be in Waverly City Brazil on Purple Heart Day?,68,7.652959,-2.9896295
"Is it forecast to be rainy in Winchell, Mississippi?",52,7.060614,-3.5987053
What is the weather forecast for Strong City,44,8.268706,-4.78496
What's the weather forecast in Melcher-Dallas?,46,8.277419,-4.505957
"What is the weather looking like for December the eleventh, 2034 in MD",70,7.3155165,-3.2337358
"Check the weather for Kenedy, Vanuatu for around nine am",56,7.866744,-3.8629901
